"firm","employee","sex","age","staging.date","months.enrolled","debt"
"970/NX677",8840,"Male",20,2017-02-01,21,0
"970/NX677",8841,"Female",30,2017-02-01,21,0
"970/PF305",59738,"Male",40,2016-02-01,33,0
"970/PF305",59739,"Female",46,2016-02-01,33,1065.86
"970/PF305",59740,"Male",38,2016-02-01,33,3120.31
"970/PF305",59741,"Female",26,2016-02-01,33,1123.84
"970/PF305",59742,"Male",50,2016-02-01,33,0
"970/PN483",72879,"Male",36,2017-02-01,21,0
"970/PN483",72880,"Male",48,2017-02-01,21,2418.84
"970/PN483",72881,"Female",41,2017-02-01,21,1430.65
"970/PN483",72882,"Male",34,2017-02-01,21,0
"970/PN483",72883,"Female",38,2017-02-01,21,894.16
"970/PN483",72884,"Male",20,2017-02-01,21,0
"970/TD199",48473,"Female",38,2017-04-01,19,0
"970/TD199",48474,"Male",43,2017-04-01,19,1382.35
"970/TD199",48475,"Male",48,2017-04-01,19,3227.87
"970/TD199",48476,"Male",50,2017-04-01,19,3442.89
"970/TD199",48477,"Male",57,2017-04-01,19,4361.35
"970/TS942",69312,"Male",47,2016-10-01,25,597.8
"970/TS942",69313,"Male",40,2016-10-01,25,783.56
"970/TS942",69314,"Male",46,2016-10-01,25,260.61
"970/TS942",69315,"Male",41,2016-10-01,25,551.51
"970/TS942",69316,"Male",41,2016-10-01,25,293.16
"970/TW120",41406,"Male",37,2016-06-01,29,0
"970/TW120",41407,"Male",47,2016-06-01,29,6483.84
"970/TW120",41408,"Female",43,2016-06-01,29,1485.98
"970/TW120",41409,"Male",47,2016-06-01,29,0
"970/TW120",41410,"Male",63,2016-06-01,29,2709.06
"970/TW120",41411,"Male",30,2016-06-01,29,941.47
"970/WB151",38675,"Male",53,2016-11-01,24,0
"970/WB151",38676,"Female",40,2016-11-01,24,966.49
"970/WB151",38677,"Male",38,2016-11-01,24,776.72
"970/WB151",38678,"Female",38,2016-11-01,24,1488.62
"970/WB151",38679,"Female",38,2016-11-01,24,902.59
"970/WB151",38680,"Male",44,2016-11-01,24,0
"970/WT238",36520,"Female",37,2016-10-01,25,511.8
"970/WT238",36521,"Male",36,2016-10-01,25,724.77
"970/WT238",36522,"Female",43,2016-10-01,25,1834.5
"970/WT238",36523,"Male",44,2016-10-01,25,976.43
"970/ZK661",53613,"Male",49,2017-01-01,22,2310.19
"970/ZK661",53614,"Female",59,2017-01-01,22,1336.13
"970/ZK661",53615,"Male",41,2017-01-01,22,1052.66
"971/AE383",6885,"Male",55,2017-02-01,21,2588.79
"971/AE383",6886,"Male",44,2017-02-01,21,1815.23
"971/AE383",6887,"Male",40,2017-02-01,21,1866.2
"971/AE383",6888,"Male",32,2017-02-01,21,712.06
"971/AE383",6889,"Female",32,2017-02-01,21,493.05
"971/AE383",6890,"Male",48,2017-02-01,21,1290.91
"971/CK681",50941,"Female",49,2017-02-01,21,2774.91
"971/CK681",50942,"Male",46,2017-02-01,21,0
"971/CK681",50943,"Male",55,2017-02-01,21,0
"971/CK681",50944,"Female",40,2017-02-01,21,1112.49
"971/CK681",50945,"Male",54,2017-02-01,21,649.8
"971/CK681",50946,"Male",47,2017-02-01,21,0
"971/LG303",34038,"Male",39,2016-01-01,34,1137.69
"971/LG303",34039,"Female",58,2016-01-01,34,0
"971/LG303",34040,"Female",23,2016-01-01,34,2790.6
"971/LG303",34041,"Female",48,2016-01-01,34,0
"971/LZ631",3944,"Female",30,2016-08-01,27,815.45
"971/LZ631",3945,"Female",46,2016-08-01,27,0
"971/LZ631",3946,"Male",47,2016-08-01,27,2405.87
"971/LZ631",3947,"Male",34,2016-08-01,27,0
"971/LZ631",3948,"Female",61,2016-08-01,27,0
"971/LZ631",3949,"Female",45,2016-08-01,27,1825.01
"971/LZ631",3950,"Male",45,2016-08-01,27,1260.13
"971/LZ631",3951,"Male",45,2016-08-01,27,0
"971/LZ631",3952,"Male",34,2016-08-01,27,1009.72
"971/MU149",8968,"Male",47,2016-11-01,24,0
"971/MU149",8969,"Female",47,2016-11-01,24,0
"971/RZ333",1167,"Male",29,2016-08-01,27,943.95
"971/RZ333",1168,"Male",58,2016-08-01,27,2520.23
"971/RZ333",1169,"Male",33,2016-08-01,27,1733.01
"971/RZ333",1170,"Female",22,2016-08-01,27,0
"971/TZ314",63499,"Female",34,2016-04-01,31,2085.89
"971/TZ314",63500,"Female",33,2016-04-01,31,4466.75
"971/TZ314",63501,"Female",49,2016-04-01,31,423.38
"971/TZ314",63502,"Male",48,2016-04-01,31,5248.78
"971/TZ314",63503,"Female",48,2016-04-01,31,0
"971/TZ314",63504,"Male",36,2016-04-01,31,2268.62
"971/TZ314",63505,"Male",39,2016-04-01,31,0
"971/TZ314",63506,"Male",43,2016-04-01,31,1677.42
"971/UD636",25998,"Female",54,2016-08-01,27,0
"971/UD636",25999,"Male",45,2016-08-01,27,1002.54
"971/UD636",26000,"Male",40,2016-08-01,27,1862.35
"971/UD636",26001,"Male",51,2016-08-01,27,887.79
"971/UD636",26002,"Male",44,2016-08-01,27,0
"971/UD636",26003,"Male",48,2016-08-01,27,0
"971/UR643",65461,"Female",50,2016-10-01,25,5262.32
"971/UR643",65462,"Male",40,2016-10-01,25,0
"971/UR643",65463,"Male",32,2016-10-01,25,2170.09
"971/WB735",14220,"Male",41,2016-08-01,27,641.45
"971/WB735",14221,"Female",55,2016-08-01,27,312.67
"971/WB735",14222,"Female",35,2016-08-01,27,1398.09
"971/WB735",14223,"Female",54,2016-08-01,27,0
"971/ZI416",10351,"Male",42,2016-04-01,31,5157.62
"971/ZI416",10352,"Male",57,2016-04-01,31,0
"971/ZI416",10353,"Female",26,2016-04-01,31,0
"971/ZM959",49632,"Female",47,2017-01-01,22,0
"971/ZM959",49633,"Male",47,2017-01-01,22,0
"971/ZM959",49634,"Male",43,2017-01-01,22,0
"971/ZM959",49635,"Female",32,2017-01-01,22,2570.95
"971/ZM959",49636,"Female",58,2017-01-01,22,0
"971/ZM959",49637,"Male",47,2017-01-01,22,2152.21
"971/ZM959",49638,"Female",31,2017-01-01,22,574.75
"971/ZY949",23751,"Female",64,2016-11-01,24,0
"971/ZY949",23752,"Male",52,2016-11-01,24,2444.97
"971/ZY949",23753,"Female",39,2016-11-01,24,345.58
"971/ZY949",23754,"Male",22,2016-11-01,24,3380.79
"971/ZY949",23755,"Female",44,2016-11-01,24,2990.15
"972/BG595",37770,"Female",46,2017-04-01,19,852.66
"972/BG595",37771,"Male",31,2017-04-01,19,0
"972/BG595",37772,"Male",33,2017-04-01,19,1430.19
"972/BG595",37773,"Female",42,2017-04-01,19,1533.06
"972/BG595",37774,"Female",42,2017-04-01,19,3395.26
"972/BG595",37775,"Female",36,2017-04-01,19,0
"972/CO281",62323,"Male",43,2017-02-01,21,931.23
"972/CO281",62324,"Male",35,2017-02-01,21,0
"972/CO281",62325,"Female",23,2017-02-01,21,852.71
"972/CO281",62326,"Female",43,2017-02-01,21,1846.27
"972/CO281",62327,"Female",52,2017-02-01,21,1805.86
"972/FE999",52338,"Female",42,2017-04-01,19,532.44
"972/FE999",52339,"Male",38,2017-04-01,19,0
"972/FE999",52340,"Male",41,2017-04-01,19,1754.45
"972/FE999",52341,"Female",50,2017-04-01,19,954.36
"972/GK996",11861,"Male",32,2017-04-01,19,1272.99
"972/GK996",11862,"Female",58,2017-04-01,19,1944.77
"972/GK996",11863,"Male",57,2017-04-01,19,1271.15
"972/GK996",11864,"Female",37,2017-04-01,19,2317.82
"972/IG412",42622,"Male",51,2016-04-01,31,2441.65
"972/IG412",42623,"Male",22,2016-04-01,31,1499.66
"972/IG412",42624,"Female",34,2016-04-01,31,0
"972/IG412",42625,"Female",43,2016-04-01,31,295.78
"972/IG412",42626,"Female",36,2016-04-01,31,694.3
"972/IG412",42627,"Male",36,2016-04-01,31,0
"972/IG412",42628,"Male",48,2016-04-01,31,785.5
"972/JY439",68786,"Female",43,2016-10-01,25,3207.95
"972/JY439",68787,"Male",31,2016-10-01,25,625.71
"972/JY439",68788,"Female",32,2016-10-01,25,934.47
"972/KG403",6527,"Male",50,2016-01-01,34,0
"972/KG403",6528,"Female",55,2016-01-01,34,1570.26
"972/KG403",6529,"Male",44,2016-01-01,34,2076.88
"972/KG403",6530,"Male",45,2016-01-01,34,1020.47
"972/KG403",6531,"Male",46,2016-01-01,34,791.81
"972/LL725",1621,"Female",39,2016-07-01,28,5432.74
"972/LL725",1622,"Male",49,2016-07-01,28,1997.64
"972/LL725",1623,"Female",34,2016-07-01,28,628.47
"972/LL725",1624,"Male",33,2016-07-01,28,2557.95
"972/LL725",1625,"Female",58,2016-07-01,28,13531.07
"972/MG866",44407,"Male",37,2017-01-01,22,745.65
"972/MG866",44408,"Male",47,2017-01-01,22,0
"972/MG866",44409,"Male",53,2017-01-01,22,1696.09
"972/MG866",44410,"Female",48,2017-01-01,22,366.48
"972/MG866",44411,"Male",56,2017-01-01,22,1010.84
"972/NZ863",20923,"Female",49,2017-01-01,22,779.21
"972/NZ863",20924,"Male",27,2017-01-01,22,0
"972/NZ863",20925,"Male",46,2017-01-01,22,0
"972/OU605",70153,"Male",37,2016-02-01,33,855.5
"972/OU605",70154,"Male",47,2016-02-01,33,2596.77
"972/OU605",70155,"Male",38,2016-02-01,33,0
"972/OU605",70156,"Male",22,2016-02-01,33,472.4
"972/OU605",70157,"Male",28,2016-02-01,33,1226.81
"972/PP170",35475,"Female",30,2017-02-01,21,0
"972/PP170",35476,"Male",40,2017-02-01,21,1367.62
"972/PP170",35477,"Male",30,2017-02-01,21,434.43
"972/PP170",35478,"Female",49,2017-02-01,21,981.28
"972/QI938",670,"Female",38,2016-10-01,25,0
"972/QI938",671,"Female",49,2016-10-01,25,2742.65
"972/QI938",672,"Male",38,2016-10-01,25,1699.16
"972/QI938",673,"Male",59,2016-10-01,25,0
"972/QI938",674,"Male",36,2016-10-01,25,988.56
"972/QT608",16896,"Female",55,2016-03-01,32,0
"972/QT608",16897,"Female",43,2016-03-01,32,0
"972/QT608",16898,"Male",52,2016-03-01,32,2125.91
"972/QT608",16899,"Female",42,2016-03-01,32,0
"972/QT608",16900,"Male",32,2016-03-01,32,0
"972/TL276",61182,"Female",33,2017-02-01,21,1826.08
"972/TL276",61183,"Female",31,2017-02-01,21,0
"972/TL276",61184,"Male",35,2017-02-01,21,569.39
"972/TL276",61185,"Female",53,2017-02-01,21,0
"972/TL276",61186,"Male",45,2017-02-01,21,0
"972/VU749",60197,"Female",22,2016-11-01,24,168.45
"972/VU749",60198,"Male",59,2016-11-01,24,2202.88
"972/VU749",60199,"Female",46,2016-11-01,24,1064.71
"972/VU749",60200,"Male",43,2016-11-01,24,3543.64
"972/VY633",48947,"Male",32,2016-08-01,27,1003.1
"972/VY633",48948,"Male",46,2016-08-01,27,1483.08
"972/VY633",48949,"Male",27,2016-08-01,27,580.72
"972/VY633",48950,"Male",62,2016-08-01,27,3918.38
"972/ZO707",50639,"Female",48,2016-02-01,33,1128.44
"972/ZO707",50640,"Male",48,2016-02-01,33,772.12
"972/ZO707",50641,"Female",58,2016-02-01,33,1565.23
"972/ZO707",50642,"Male",42,2016-02-01,33,0
"973/BH435",64587,"Male",42,2016-08-01,27,0
"973/BH435",64588,"Male",39,2016-08-01,27,0
"973/BH435",64589,"Male",53,2016-08-01,27,0
"973/BH435",64590,"Female",37,2016-08-01,27,617.33
"973/BH435",64591,"Female",44,2016-08-01,27,1530.72
"973/BH435",64592,"Female",45,2016-08-01,27,772.81
"973/BH435",64593,"Female",35,2016-08-01,27,1483.33
"973/BI684",52134,"Male",34,2017-04-01,19,4395.75
"973/BI684",52135,"Male",34,2017-04-01,19,5076.27
"973/BI684",52136,"Female",53,2017-04-01,19,1025.11
"973/BI684",52137,"Male",23,2017-04-01,19,902.09
"973/BI684",52138,"Male",31,2017-04-01,19,0
"973/BZ887",34383,"Male",29,2017-04-01,19,1021.48
"973/BZ887",34384,"Male",33,2017-04-01,19,1173.9
"973/BZ887",34385,"Male",55,2017-04-01,19,1258.45
"973/BZ887",34386,"Female",57,2017-04-01,19,4862.28
"973/BZ887",34387,"Male",62,2017-04-01,19,0
"973/BZ887",34388,"Male",27,2017-04-01,19,0
"973/BZ887",34389,"Male",39,2017-04-01,19,533.92
"973/BZ887",34390,"Male",60,2017-04-01,19,1411.48
"973/CR734",23781,"Male",61,2016-08-01,27,761.35
"973/CR734",23782,"Female",29,2016-08-01,27,1621.39
"973/CR734",23783,"Female",38,2016-08-01,27,0
"973/CR734",23784,"Male",55,2016-08-01,27,14598.5
"973/CR734",23785,"Male",46,2016-08-01,27,0
"973/DL825",22345,"Male",51,2016-07-01,28,0
"973/DL825",22346,"Female",56,2016-07-01,28,2364.18
"973/DL825",22347,"Female",49,2016-07-01,28,2229.03
"973/DL825",22348,"Male",60,2016-07-01,28,2079.25
"973/FU633",75105,"Female",27,2016-08-01,27,0
"973/FU633",75106,"Male",45,2016-08-01,27,0
"973/FU633",75107,"Female",42,2016-08-01,27,2971.45
"973/FU633",75108,"Male",30,2016-08-01,27,687.3
"973/FU633",75109,"Male",31,2016-08-01,27,525.48
"973/FU633",75110,"Female",41,2016-08-01,27,1452.92
"973/KA676",20044,"Male",59,2017-02-01,21,0
"973/KA676",20045,"Male",41,2017-02-01,21,0
"973/KD844",3677,"Female",41,2016-10-01,25,0
"973/KD844",3678,"Female",24,2016-10-01,25,617.05
"973/KD844",3679,"Female",46,2016-10-01,25,0
"973/KD844",3680,"Male",57,2016-10-01,25,746.89
"973/KD844",3681,"Male",52,2016-10-01,25,892.21
"973/KD844",3682,"Female",35,2016-10-01,25,874.26
"973/KD844",3683,"Male",26,2016-10-01,25,469.78
"973/MJ809",38504,"Male",44,2016-03-01,32,465.3
"973/MJ809",38505,"Female",44,2016-03-01,32,5029.55
"973/NO404",60703,"Female",37,2016-01-01,34,1581.25
"973/NO404",60704,"Male",48,2016-01-01,34,3706.4
"973/OB329",12919,"Male",47,2016-07-01,28,760.66
"973/OB329",12920,"Female",45,2016-07-01,28,0
"973/OB329",12921,"Male",43,2016-07-01,28,1639.2
"973/OV143",44049,"Male",41,2016-10-01,25,1163.11
"973/OV143",44050,"Male",44,2016-10-01,25,0
"973/OV143",44051,"Male",41,2016-10-01,25,670.27
"973/OV352",48133,"Female",58,2016-11-01,24,0
"973/OV352",48134,"Male",30,2016-11-01,24,796.25
"973/OV352",48135,"Female",40,2016-11-01,24,0
"973/OV352",48136,"Male",45,2016-11-01,24,4868.02
"973/PI235",49194,"Male",28,2016-08-01,27,841.57
"973/PI235",49195,"Male",20,2016-08-01,27,0
"973/PI235",49196,"Male",32,2016-08-01,27,1137.99
"973/PI235",49197,"Female",39,2016-08-01,27,854.64
"973/RS933",68377,"Male",51,2016-08-01,27,2357.68
"973/RS933",68378,"Male",51,2016-08-01,27,2666.05
"973/RS933",68379,"Male",56,2016-08-01,27,1095.66
"973/RS933",68380,"Male",42,2016-08-01,27,0
"973/RS933",68381,"Male",52,2016-08-01,27,1866.76
"973/RS933",68382,"Female",40,2016-08-01,27,3366.49
"973/SN228",31890,"Female",49,2016-07-01,28,4168.53
"973/SN228",31891,"Male",42,2016-07-01,28,867.81
"973/TW785",73834,"Female",36,2017-04-01,19,1646.6
"973/TW785",73835,"Male",42,2017-04-01,19,1230.08
"973/TW785",73836,"Male",47,2017-04-01,19,919.12
"973/TW785",73837,"Male",36,2017-04-01,19,0
"973/UO588",63972,"Female",54,2017-04-01,19,0
"973/UO588",63973,"Male",28,2017-04-01,19,0
"973/UO588",63974,"Male",36,2017-04-01,19,501.81
"973/UO588",63975,"Male",36,2017-04-01,19,669.73
"973/WC420",77130,"Male",42,2016-06-01,29,900.15
"973/WC420",77131,"Male",51,2016-06-01,29,0
"973/WC420",77132,"Male",35,2016-06-01,29,891.65
"973/WC420",77133,"Female",42,2016-06-01,29,819.79
"973/WE467",49077,"Female",49,2017-01-01,22,8061.02
"973/WE467",49078,"Male",57,2017-01-01,22,14372.19
"973/WE467",49079,"Female",56,2017-01-01,22,808.3
"973/WE467",49080,"Female",31,2017-01-01,22,0
"973/ZY189",60754,"Male",43,2017-04-01,19,0
"973/ZY189",60755,"Male",37,2017-04-01,19,660.13
"973/ZY189",60756,"Male",50,2017-04-01,19,2991.6
"973/ZY189",60757,"Male",50,2017-04-01,19,2178.8
"974/AX273",38211,"Male",34,2017-02-01,21,0
"974/AX273",38212,"Female",57,2017-02-01,21,0
"974/AX273",38213,"Male",40,2017-02-01,21,0
"974/AX273",38214,"Female",48,2017-02-01,21,1748.39
"974/AX273",38215,"Male",37,2017-02-01,21,0
"974/DM766",5553,"Male",56,2017-01-01,22,0
"974/DM766",5554,"Male",33,2017-01-01,22,1280.35
"974/DM766",5555,"Male",46,2017-01-01,22,2605.3
"974/DM766",5556,"Female",40,2017-01-01,22,1143.15
"974/DM766",5557,"Male",29,2017-01-01,22,861.9
"974/EK187",2322,"Female",40,2017-04-01,19,1407.79
"974/EK187",2323,"Male",32,2017-04-01,19,1092.02
"974/EK187",2324,"Female",51,2017-04-01,19,3108.61
"974/FI893",28831,"Male",39,2017-04-01,19,0
"974/FI893",28832,"Female",42,2017-04-01,19,0
"974/FI893",28833,"Male",44,2017-04-01,19,3010.24
"974/GH672",24757,"Male",24,2017-02-01,21,788.89
"974/GH672",24758,"Male",42,2017-02-01,21,851.07
"974/GH672",24759,"Male",26,2017-02-01,21,2302.99
"974/GH672",24760,"Male",32,2017-02-01,21,523.04
"974/GH672",24761,"Male",46,2017-02-01,21,342.85
"974/GH672",24762,"Female",53,2017-02-01,21,0
"974/GH672",24763,"Male",60,2017-02-01,21,1775.87
"974/GH672",24764,"Female",45,2017-02-01,21,0
"974/GH672",24765,"Male",35,2017-02-01,21,0
"974/GQ370",25850,"Male",35,2017-02-01,21,575
"974/GQ370",25851,"Male",40,2017-02-01,21,956.54
"974/GQ370",25852,"Male",51,2017-02-01,21,1688.36
"974/GQ370",25853,"Male",43,2017-02-01,21,1464.89
"974/GQ370",25854,"Male",48,2017-02-01,21,0
"974/GQ370",25855,"Male",45,2017-02-01,21,0
"974/GT849",25993,"Female",28,2016-11-01,24,565.21
"974/GT849",25994,"Male",48,2016-11-01,24,1200.55
"974/GT849",25995,"Male",34,2016-11-01,24,0
"974/GT849",25996,"Female",47,2016-11-01,24,0
"974/GT849",25997,"Male",27,2016-11-01,24,0
"974/IV914",39422,"Female",30,2016-04-01,31,0
"974/IV914",39423,"Male",51,2016-04-01,31,1480.52
"974/IV914",39424,"Male",36,2016-04-01,31,0
"974/IV914",39425,"Female",47,2016-04-01,31,1166.87
"974/JA397",820,"Female",54,2017-04-01,19,1769.61
"974/JA397",821,"Male",40,2017-04-01,19,1122.81
"974/JA397",822,"Male",20,2017-04-01,19,811.53
"974/LL454",62770,"Male",54,2016-11-01,24,0
"974/LL454",62771,"Male",34,2016-11-01,24,0
"974/LL454",62772,"Female",44,2016-11-01,24,0
"974/LL454",62773,"Female",45,2016-11-01,24,2614.77
"974/LL454",62774,"Male",40,2016-11-01,24,0
"974/LL454",62775,"Male",46,2016-11-01,24,0
"974/NU369",17429,"Female",52,2017-01-01,22,2523.44
"974/NU369",17430,"Female",63,2017-01-01,22,1221.19
"974/NU369",17431,"Male",49,2017-01-01,22,0
"974/NV750",27558,"Male",36,2016-11-01,24,2438.36
"974/NV750",27559,"Male",46,2016-11-01,24,5974.27
"974/NV750",27560,"Male",37,2016-11-01,24,0
"974/NV750",27561,"Male",39,2016-11-01,24,1915.47
"974/NV750",27562,"Male",52,2016-11-01,24,2290.69
"974/OP514",4055,"Male",40,2016-04-01,31,488.34
"974/OP514",4056,"Female",49,2016-04-01,31,2511.04
"974/OP514",4057,"Female",26,2016-04-01,31,260.32
"974/OP514",4058,"Female",54,2016-04-01,31,2215.49
"974/OP514",4059,"Female",58,2016-04-01,31,1860.12
"974/PE452",48584,"Male",35,2016-11-01,24,0
"974/PE452",48585,"Female",38,2016-11-01,24,0
"974/PE452",48586,"Male",47,2016-11-01,24,5454.22
"974/PE452",48587,"Female",52,2016-11-01,24,3209.99
"974/PE452",48588,"Female",57,2016-11-01,24,4770.48
"974/PE452",48589,"Male",32,2016-11-01,24,0
"974/PE452",48590,"Female",41,2016-11-01,24,0
"974/PE452",48591,"Female",26,2016-11-01,24,734.16
"974/PF370",19995,"Male",41,2017-02-01,21,2414.54
"974/PF370",19996,"Female",44,2017-02-01,21,0
"974/PF370",19997,"Male",44,2017-02-01,21,1318.7
"974/QE921",38932,"Male",36,2016-06-01,29,0
"974/QE921",38933,"Female",36,2016-06-01,29,1065.07
"974/QE921",38934,"Male",47,2016-06-01,29,2344.83
"974/QE921",38935,"Female",40,2016-06-01,29,1302.57
"974/QE921",38936,"Male",52,2016-06-01,29,945.02
"974/RF275",20505,"Male",59,2017-02-01,21,516.58
"974/RF275",20506,"Male",36,2017-02-01,21,0
"974/RF275",20507,"Female",46,2017-02-01,21,867.67
"974/RF275",20508,"Female",41,2017-02-01,21,618.51
"974/RF275",20509,"Male",42,2017-02-01,21,1167.59
"974/SB806",53493,"Male",34,2016-02-01,33,2470.11
"974/SB806",53494,"Male",51,2016-02-01,33,0
"974/SB806",53495,"Female",41,2016-02-01,33,2070.14
"974/SB806",53496,"Female",40,2016-02-01,33,0
"974/SB806",53497,"Female",37,2016-02-01,33,296.19
"974/SZ846",37915,"Male",30,2016-10-01,25,844.75
"974/SZ846",37916,"Male",46,2016-10-01,25,1193.85
"974/SZ846",37917,"Male",59,2016-10-01,25,0
"974/UD829",40944,"Male",38,2016-07-01,28,0
"974/UD829",40945,"Female",46,2016-07-01,28,0
"974/UD829",40946,"Male",58,2016-07-01,28,3083.43
"974/UD829",40947,"Female",51,2016-07-01,28,3370.44
"974/UD829",40948,"Female",44,2016-07-01,28,0
"974/VG752",27563,"Male",34,2016-11-01,24,633.08
"974/VG752",27564,"Male",21,2016-11-01,24,901.6
"974/VG752",27565,"Female",46,2016-11-01,24,706.68
"974/VG752",27566,"Female",51,2016-11-01,24,0
"974/VG752",27567,"Female",34,2016-11-01,24,1083.2
"974/VV867",32935,"Female",39,2017-01-01,22,0
"974/VV867",32936,"Male",45,2017-01-01,22,0
"974/VV867",32937,"Male",52,2017-01-01,22,1300.6
"974/VV867",32938,"Female",29,2017-01-01,22,416.1
"974/VV867",32939,"Female",34,2017-01-01,22,457.96
"974/VV867",32940,"Male",28,2017-01-01,22,0
"974/XB619",30311,"Female",36,2016-06-01,29,3644.47
"974/XB619",30312,"Male",38,2016-06-01,29,0
"974/XB619",30313,"Female",36,2016-06-01,29,5166.88
"974/XB619",30314,"Male",37,2016-06-01,29,2068.63
"974/YH588",3985,"Male",43,2017-04-01,19,0
"974/YH588",3986,"Female",42,2017-04-01,19,1238.06
"974/YH588",3987,"Female",49,2017-04-01,19,889.41
"974/YH588",3988,"Male",49,2017-04-01,19,0
"974/ZX423",3028,"Female",36,2016-07-01,28,3734.2
"974/ZX423",3029,"Female",46,2016-07-01,28,2549.98
"974/ZX423",3030,"Male",46,2016-07-01,28,0
"974/ZX423",3031,"Male",46,2016-07-01,28,1061.85
"974/ZX423",3032,"Male",55,2016-07-01,28,2443.65
"974/ZX423",3033,"Female",48,2016-07-01,28,0
"974/ZX423",3034,"Male",59,2016-07-01,28,2532.75
"974/ZX423",3035,"Male",20,2016-07-01,28,1464.84
"975/AJ356",61232,"Male",51,2016-11-01,24,3340.95
"975/AJ356",61233,"Male",50,2016-11-01,24,962.23
"975/AJ356",61234,"Male",35,2016-11-01,24,1415.46
"975/AJ356",61235,"Female",50,2016-11-01,24,1010.1
"975/AJ356",61236,"Female",50,2016-11-01,24,1659.14
"975/AJ356",61237,"Female",29,2016-11-01,24,1522.33
"975/AT703",63959,"Male",35,2016-01-01,34,1574.93
"975/AT703",63960,"Male",45,2016-01-01,34,855.76
"975/AT703",63961,"Male",32,2016-01-01,34,514.73
"975/AT703",63962,"Female",59,2016-01-01,34,0
"975/AT703",63963,"Male",64,2016-01-01,34,0
"975/AT703",63964,"Male",47,2016-01-01,34,1678.19
"975/AT703",63965,"Male",43,2016-01-01,34,1780.45
"975/AT703",63966,"Female",39,2016-01-01,34,650.65
"975/BQ231",18003,"Female",50,2016-08-01,27,635.64
"975/BQ231",18004,"Female",55,2016-08-01,27,2331.37
"975/BQ231",18005,"Male",43,2016-08-01,27,472.12
"975/BQ231",18006,"Female",44,2016-08-01,27,0
"975/DH299",60656,"Female",52,2017-04-01,19,2298.74
"975/DH299",60657,"Female",44,2017-04-01,19,0
"975/DH299",60658,"Male",44,2017-04-01,19,366.67
"975/DH299",60659,"Female",42,2017-04-01,19,1891.58
"975/DH299",60660,"Male",43,2017-04-01,19,2574.62
"975/DH299",60661,"Male",48,2017-04-01,19,861.52
"975/DR865",54481,"Female",52,2017-01-01,22,1453.3
"975/DR865",54482,"Female",61,2017-01-01,22,511.86
"975/DR865",54483,"Male",45,2017-01-01,22,1036.96
"975/DR865",54484,"Male",47,2017-01-01,22,554.12
"975/DR865",54485,"Male",35,2017-01-01,22,1015.83
"975/DR865",54486,"Male",47,2017-01-01,22,3151.54
"975/DR885",72431,"Male",37,2017-04-01,19,305.2
"975/DR885",72432,"Female",61,2017-04-01,19,3224.43
"975/DR885",72433,"Male",27,2017-04-01,19,1232.24
"975/FH585",67761,"Female",57,2017-04-01,19,0
"975/FH585",67762,"Female",56,2017-04-01,19,0
"975/FH585",67763,"Male",54,2017-04-01,19,2288.84
"975/FH585",67764,"Female",50,2017-04-01,19,1537.04
"975/FH585",67765,"Female",49,2017-04-01,19,3220.79
"975/FH585",67766,"Male",38,2017-04-01,19,0
"975/HC600",77377,"Female",53,2016-02-01,33,1279.62
"975/HC600",77378,"Female",33,2016-02-01,33,0
"975/HC600",77379,"Female",49,2016-02-01,33,1375.89
"975/HC600",77380,"Female",28,2016-02-01,33,0
"975/JT605",66400,"Female",61,2016-02-01,33,0
"975/JT605",66401,"Female",32,2016-02-01,33,0
"975/JT605",66402,"Female",42,2016-02-01,33,2876.14
"975/JT617",18052,"Female",26,2016-06-01,29,1189.07
"975/JT617",18053,"Male",37,2016-06-01,29,0
"975/JT617",18054,"Male",40,2016-06-01,29,0
"975/JT617",18055,"Female",33,2016-06-01,29,1152.47
"975/JT617",18056,"Male",45,2016-06-01,29,1369.35
"975/LD303",49661,"Female",29,2016-01-01,34,765.27
"975/LD303",49662,"Male",34,2016-01-01,34,0
"975/LD303",49663,"Male",40,2016-01-01,34,2113.66
"975/LD303",49664,"Female",35,2016-01-01,34,1167.05
"975/LD303",49665,"Male",24,2016-01-01,34,0
"975/LD303",49666,"Male",40,2016-01-01,34,1134.88
"975/LD303",49667,"Female",34,2016-01-01,34,1925.61
"975/LJ881",59948,"Female",35,2017-02-01,21,2252.9
"975/LJ881",59949,"Male",39,2017-02-01,21,1487.65
"975/LJ881",59950,"Male",59,2017-02-01,21,0
"975/LJ881",59951,"Male",40,2017-02-01,21,1328.77
"975/LR284",42753,"Male",47,2017-04-01,19,2788.43
"975/LR284",42754,"Female",61,2017-04-01,19,1168.23
"975/LR284",42755,"Male",21,2017-04-01,19,0
"975/LR284",42756,"Male",30,2017-04-01,19,1141.43
"975/LR284",42757,"Male",61,2017-04-01,19,2462.92
"975/MC920",6310,"Female",62,2016-06-01,29,0
"975/MC920",6311,"Female",35,2016-06-01,29,0
"975/MC920",6312,"Male",44,2016-06-01,29,391.72
"975/MC920",6313,"Female",39,2016-06-01,29,999.32
"975/QH989",30380,"Male",58,2017-04-01,19,4353.58
"975/QH989",30381,"Male",54,2017-04-01,19,0
"975/QH989",30382,"Male",36,2017-04-01,19,679.55
"975/QH989",30383,"Female",55,2017-04-01,19,466.16
"975/QH989",30384,"Male",35,2017-04-01,19,1512.75
"975/RU642",1152,"Female",38,2016-10-01,25,1301.27
